Date,Price,Open,High,Low,Vol.,Change %
3-Jan-17,161.45,161.13,162.27,159.15,3.54M,0.88%
4-Jan-17,161.91,162.35,162.58,159.74,2.70M,0.28%
5-Jan-17,162.18,161.75,162.63,161.51,2.96M,0.17%
6-Jan-17,162.41,161.75,162.94,161.11,3.08M,0.14%
9-Jan-17,161.95,162,162.43,160.78,3.04M,-0.28%
10-Jan-17,161.58,161.27,162.98,160.5,3.50M,-0.23%
11-Jan-17,161.89,161.3,162.94,160.61,3.33M,0.19%
12-Jan-17,162.36,161.69,162.94,160.89,2.56M,0.29%
13-Jan-17,161.8,162.16,162.74,161.41,3.18M,-0.34%
17-Jan-17,160.66,162.61,162.97,157.51,5.48M,-0.70%
18-Jan-17,157.74,161.06,161.2,156.09,6.59M,-1.82%
19-Jan-17,158.7,157.74,160.55,157.24,4.98M,0.61%
20-Jan-17,158.66,159.02,159.8,157.81,3.58M,-0.03%
23-Jan-17,159.07,158.62,159.52,156.56,4.06M,0.26%
24-Jan-17,160.43,159.36,161.31,159.1,3.51M,0.85%
25-Jan-17,161.24,160.82,161.98,160.35,3.61M,0.50%
26-Jan-17,162.75,161.86,163.58,161.25,4.20M,0.94%
27-Jan-17,162.99,163.5,163.8,162.62,3.11M,0.15%
30-Jan-17,162.09,162.94,163.46,161.31,2.78M,-0.55%
31-Jan-17,162.1,161.62,162.19,160.01,3.04M,0.01%
1-Feb-17,162.71,162.75,163.9,162.03,3.72M,0.38%
2-Feb-17,160.76,162.52,163.25,160.26,4.71M,-1.20%
3-Feb-17,161.87,161.13,162,160.21,2.76M,0.69%
6-Feb-17,160.51,161.51,162.53,160.22,3.48M,-0.84%
7-Feb-17,160.53,161.05,161.68,159.54,2.94M,0.01%
8-Feb-17,160.31,160,160.63,159.41,2.34M,-0.14%
9-Feb-17,160.44,160.34,161.3,159.56,3.06M,0.08%
10-Feb-17,160.75,160.12,161.59,160.1,1.91M,0.19%
13-Feb-17,161.99,160.69,162.02,160.69,3.28M,0.77%
14-Feb-17,163.13,161.45,163.5,161.25,2.97M,0.70%
15-Feb-17,164.29,162.58,164.89,162.58,4.54M,0.71%
16-Feb-17,163.65,164.78,164.97,162.33,3.19M,-0.39%
17-Feb-17,157.62,159,160.16,156.49,12.03M,-3.68%
21-Feb-17,160.57,157.62,160.81,157.52,5.42M,1.87%
22-Feb-17,160.57,160.91,161.78,159.64,2.73M,0.00%
23-Feb-17,162.6,161.33,162.6,160.69,2.46M,1.26%
24-Feb-17,163.06,162.67,163.09,161.74,2.72M,0.28%
27-Feb-17,165.38,163.16,165.46,162.81,4.07M,1.42%
28-Feb-17,165.38,165.47,166.76,164.9,4.38M,0.00%
1-Mar-17,167.94,166.72,168.6,166.35,3.51M,1.55%
2-Mar-17,167.31,168.32,168.43,166.96,1.89M,-0.38%
3-Mar-17,168.2,167.37,168.45,166.62,2.25M,0.53%
6-Mar-17,168.7,167.43,169.35,167.13,2.58M,0.30%
7-Mar-17,168.3,168.45,169.36,167.93,2.70M,-0.24%
8-Mar-17,167.91,167.61,168.46,166.8,2.05M,-0.23%
9-Mar-17,168.01,168.15,169.07,167.74,3.63M,0.06%
10-Mar-17,169.98,168.42,170,168.06,3.72M,1.17%
13-Mar-17,170.21,169.99,170.93,169.55,3.13M,0.14%
14-Mar-17,169.06,169.66,170.18,168.5,2.52M,-0.68%
15-Mar-17,171.78,169.36,171.97,169.29,2.81M,1.61%
16-Mar-17,171.3,172.07,172.14,170.22,3.14M,-0.28%
17-Mar-17,169.7,171.09,171.54,169.59,5.62M,-0.93%
20-Mar-17,168,169.93,170.24,167.92,3.93M,-1.00%
21-Mar-17,167.7,168.67,168.82,167.06,4.95M,-0.18%
22-Mar-17,167.03,168.13,168.38,165.63,3.00M,-0.40%
23-Mar-17,165.29,166.23,166.93,164.77,3.95M,-1.04%
24-Mar-17,165,166.2,167.4,164.35,5.24M,-0.18%
27-Mar-17,164.6,163.99,165.11,163.31,4.38M,-0.24%
28-Mar-17,165.35,164.58,166.07,163.84,7.33M,0.46%
29-Mar-17,163.44,164.66,164.97,162.74,5.90M,-1.16%
30-Mar-17,164.99,163.65,165.93,163.46,2.99M,0.95%
31-Mar-17,164.01,164.64,165.1,163.75,3.50M,-0.59%
3-Apr-17,165.59,164.62,166.14,164.25,3.47M,0.96%
4-Apr-17,164.97,165.87,166.45,164.79,2.89M,-0.37%
5-Apr-17,165.37,165.76,167.26,165.22,3.54M,0.24%
6-Apr-17,165.34,165.45,166.02,164.84,2.92M,-0.02%
7-Apr-17,166.02,164.96,166.5,164.62,2.93M,0.41%
10-Apr-17,165.48,166.19,167,165.28,3.23M,-0.33%
11-Apr-17,165.83,164.89,165.84,164.6,3.17M,0.21%
12-Apr-17,165.56,166.32,166.42,164.6,2.98M,-0.16%
13-Apr-17,164.96,164.95,165.65,164.67,1.98M,-0.36%
17-Apr-17,167.18,164.99,167.42,164.96,4.40M,1.35%
18-Apr-17,168.59,170.06,170.23,167.7,5.53M,0.84%
19-Apr-17,169.25,169.59,171.19,168.69,4.70M,0.39%
20-Apr-17,171.54,169.52,172.19,168.37,3.65M,1.35%
21-Apr-17,171.16,172.13,172.62,170.47,2.98M,-0.22%
24-Apr-17,172.33,172.66,173.16,171.7,2.83M,0.68%
25-Apr-17,174.04,173.5,174.74,173.19,3.39M,0.99%
26-Apr-17,174.38,174.09,175.65,173.98,2.82M,0.20%
27-Apr-17,174.63,174.07,176.07,174.02,2.44M,0.14%
28-Apr-17,174.88,174.61,175,173.91,2.01M,0.14%
1-May-17,174.59,175,176.14,174.09,2.71M,-0.17%
2-May-17,174.14,174.91,175.37,170.27,4.95M,-0.26%
3-May-17,172.54,173.75,174.3,171.86,3.62M,-0.92%
4-May-17,174.02,173.05,174.21,172.38,2.59M,0.86%
5-May-17,174.12,174.54,174.88,173.31,2.19M,0.06%
8-May-17,174.44,173.93,174.56,173.57,2.51M,0.18%
9-May-17,173.24,174.1,174.77,172.73,1.65M,-0.69%
10-May-17,173.39,173.04,173.64,172.46,1.57M,0.09%
11-May-17,173.32,172.76,173.86,171.67,1.90M,-0.04%
12-May-17,171.81,172.64,173.39,171.52,2.34M,-0.87%
15-May-17,171.53,171.79,172,170.23,2.83M,-0.16%
16-May-17,168.12,170.67,171,167.25,4.34M,-1.99%
17-May-17,168.86,166.96,170.39,166.65,4.44M,0.44%
18-May-17,171.45,168.25,173.98,167.87,3.91M,1.53%
19-May-17,172.59,172.3,172.95,170.25,3.88M,0.66%
22-May-17,174.7,172.73,174.9,172.6,3.48M,1.22%
23-May-17,175.22,174.44,175.52,173.71,2.47M,0.30%
24-May-17,175.59,175.45,176.1,174.52,1.65M,0.21%
25-May-17,178.05,176.32,178.73,175.94,3.21M,1.40%
26-May-17,177.5,177.68,178.89,177,1.58M,-0.31%
30-May-17,176.59,177.54,178.08,176.24,2.29M,-0.51%
31-May-17,175.18,176.89,176.9,174.92,3.32M,-0.80%
1-Jun-17,179.58,175.78,179.58,175.19,2.89M,2.51%
2-Jun-17,179.39,179.92,179.92,178.34,2.61M,-0.11%
5-Jun-17,179.37,179.53,180.32,179.16,2.64M,-0.01%
6-Jun-17,180.82,179.19,181.06,178.48,3.44M,0.81%
7-Jun-17,183.21,182,183.47,179.65,3.78M,1.32%
8-Jun-17,181.69,183.34,183.76,180.98,3.08M,-0.83%
9-Jun-17,181.46,181.84,182.4,180.86,2.39M,-0.13%
12-Jun-17,179.25,181.01,181.82,176.42,3.71M,-1.22%
13-Jun-17,181.05,179.21,181.39,179.15,2.46M,1.00%
14-Jun-17,182.36,180.94,182.84,180.94,2.04M,0.72%
15-Jun-17,180.38,181.75,183.5,180.09,3.08M,-1.09%
16-Jun-17,181.63,180.83,182.46,180.38,4.47M,0.69%
19-Jun-17,183.02,182.3,183.02,180.76,3.89M,0.77%
20-Jun-17,183.27,182.75,183.42,182.22,2.74M,0.14%
21-Jun-17,184.92,183.49,185.11,182.71,2.87M,0.90%
22-Jun-17,186.5,184.9,188.66,184.78,3.84M,0.85%
23-Jun-17,185.25,186.27,186.27,184.14,3.44M,-0.67%
26-Jun-17,185.12,185.13,185.89,183.39,2.33M,-0.07%
27-Jun-17,184.6,185.72,186.8,184.22,2.68M,-0.28%
28-Jun-17,185.7,185.68,186.31,185.09,2.45M,0.60%
29-Jun-17,185.27,185.82,186.09,184.33,2.19M,-0.23%
30-Jun-17,185.42,185.15,186.19,184.93,2.39M,0.08%
3-Jul-17,186.65,186.29,187.53,185.74,2.09M,0.66%
5-Jul-17,188.25,186.14,188.36,185.72,2.59M,0.86%
6-Jul-17,186.94,188.12,188.19,186.15,1.84M,-0.70%
7-Jul-17,187.96,187.35,188.43,187.01,2.25M,0.55%
10-Jul-17,186.95,187.33,188,186.15,2.61M,-0.54%
11-Jul-17,185.95,187,187.66,185.09,2.66M,-0.53%
12-Jul-17,186.69,186.79,187.3,186.41,3.34M,0.40%
13-Jul-17,185.48,187,187.28,185.32,2.38M,-0.65%
14-Jul-17,186.9,185.81,187.13,184.77,2.72M,0.77%
17-Jul-17,186.35,187.07,187.25,185.76,2.44M,-0.29%
18-Jul-17,186.85,186.95,187.2,183.86,4.24M,0.27%
19-Jul-17,189.19,187.51,189.41,187.51,3.40M,1.25%
20-Jul-17,191.5,189.41,191.92,188.92,3.10M,1.22%
21-Jul-17,191.78,191.38,193,190.6,4.91M,0.15%
24-Jul-17,190.89,191.79,192.17,190.64,2.36M,-0.46%
25-Jul-17,190.4,192.13,192.48,190.3,1.96M,-0.26%
26-Jul-17,190.75,190.02,191.53,189.38,2.68M,0.18%
27-Jul-17,188.93,190.24,190.49,188.46,2.63M,-0.95%
28-Jul-17,191.15,189.11,191.24,187.6,1.93M,1.18%
31-Jul-17,191.81,191.59,192.61,191.14,3.78M,0.35%
1-Aug-17,192.23,193.4,193.4,191.62,3.34M,0.22%
2-Aug-17,193,192.14,193.45,192.14,2.46M,0.40%
3-Aug-17,194.77,193.26,194.96,193.01,2.89M,0.92%
4-Aug-17,194.88,194.95,196.04,194.6,2.89M,0.06%
7-Aug-17,194.78,194.81,195.41,193.9,2.07M,-0.05%
8-Aug-17,194.9,194.68,194.99,194.08,1.74M,0.06%
9-Aug-17,194.83,194.9,195.36,194.16,2.13M,-0.04%
10-Aug-17,192.57,194.26,194.39,192.4,2.70M,-1.16%
11-Aug-17,193.02,193.91,194.54,192.66,2.21M,0.23%
14-Aug-17,193.71,194.6,194.75,192.9,2.32M,0.36%
15-Aug-17,194.5,194.47,195.01,193.81,1.60M,0.41%
16-Aug-17,193.77,194.81,195.27,192.83,1.88M,-0.38%
17-Aug-17,192.7,193.75,194.24,192.66,2.44M,-0.55%
18-Aug-17,190.82,192.84,193.2,190.63,2.86M,-0.98%
21-Aug-17,192.03,190.88,192.31,190.88,1.93M,0.63%
22-Aug-17,194.79,192.15,194.96,191.56,2.02M,1.44%
23-Aug-17,194.24,194.5,194.59,193.72,1.55M,-0.28%
24-Aug-17,194.75,194.55,195.07,194.21,1.92M,0.26%
25-Aug-17,194.36,195.33,195.54,194.14,1.37M,-0.20%
28-Aug-17,195.09,194.59,195.81,194.36,2.01M,0.38%
29-Aug-17,196.73,194.83,197.04,194.33,2.07M,0.84%
30-Aug-17,195.88,196.38,196.88,195.2,1.51M,-0.43%
31-Aug-17,198.9,196.93,199.49,196.39,2.99M,1.54%
1-Sep-17,199.75,199.79,199.99,198.36,2.24M,0.43%
5-Sep-17,199.31,199.2,200.44,198.71,2.70M,-0.22%
6-Sep-17,198.38,199.54,199.99,197.63,3.04M,-0.47%
7-Sep-17,198.17,197.77,199.48,197.07,2.68M,-0.11%
8-Sep-17,197.75,198.43,198.86,197,2.21M,-0.21%
11-Sep-17,199.58,199.25,200.42,198.78,3.31M,0.93%
12-Sep-17,197.47,199.44,199.47,196.91,2.55M,-1.06%
13-Sep-17,198.33,197.8,200.76,197.78,2.39M,0.44%
14-Sep-17,197.73,197.95,198.38,197.09,2.38M,-0.30%
15-Sep-17,198.18,198.52,199.71,197.2,4.20M,0.23%
18-Sep-17,198.19,198.17,198.82,197.51,1.92M,0.01%
19-Sep-17,194.65,198.44,198.6,192.39,3.82M,-1.79%
20-Sep-17,195.75,195.02,195.84,194.06,2.79M,0.57%
21-Sep-17,195.21,195.63,196.13,194.9,1.89M,-0.28%
22-Sep-17,193.03,195.11,195.87,188.25,5.66M,-1.12%
25-Sep-17,191.75,193.27,196.31,190.92,3.11M,-0.66%
26-Sep-17,192.7,192.31,194.36,192.04,2.78M,0.50%
27-Sep-17,194.49,193.2,195.62,191.74,3.27M,0.93%
28-Sep-17,196.1,194.25,196.54,193.51,2.09M,0.83%
29-Sep-17,195.85,195.82,196.09,194.48,2.65M,-0.13%
2-Oct-17,197.44,196.59,197.91,196.33,2.89M,0.81%
3-Oct-17,198.63,197.5,199.44,197.26,2.53M,0.60%
4-Oct-17,200.48,199.03,200.73,198.43,2.29M,0.93%
5-Oct-17,197.9,199.93,199.93,196.56,4.07M,-1.29%
6-Oct-17,198.06,197.9,199.99,197.51,3.36M,0.08%
9-Oct-17,196.3,198.01,198.32,195.78,3.37M,-0.89%
10-Oct-17,194.68,196.26,196.43,193.67,2.50M,-0.83%
11-Oct-17,195.26,194.63,196.07,193.59,2.94M,0.30%
12-Oct-17,192.92,195.01,195.36,192.73,2.95M,-1.20%
13-Oct-17,192.52,189.59,192.71,186,5.44M,-0.21%
16-Oct-17,193.2,192.48,193.32,191.36,2.93M,0.35%
17-Oct-17,203.89,196.8,206.62,196.37,8.95M,5.53%
18-Oct-17,205.23,203.8,207.8,203.68,4.80M,0.66%
19-Oct-17,203.25,205.47,205.75,202.7,3.47M,-0.96%
20-Oct-17,207.49,204.26,208.21,203.69,5.14M,2.09%
23-Oct-17,207.01,207.58,208.45,205.8,2.26M,-0.23%
24-Oct-17,208.15,206.38,208.23,205.88,3.46M,0.55%
25-Oct-17,207.56,208.32,209.14,207.07,2.91M,-0.28%
26-Oct-17,209.15,207.92,211.7,207.58,4.35M,0.77%
27-Oct-17,212.6,209.15,212.77,208.54,4.39M,1.65%
30-Oct-17,209.39,212.21,212.77,209.38,2.48M,-1.51%
31-Oct-17,210.22,209.39,210.52,207.8,3.75M,0.40%
1-Nov-17,209.53,211.62,212.63,208.92,1.90M,-0.33%
2-Nov-17,211.1,210.11,211.49,209.01,2.83M,0.75%
3-Nov-17,212.87,210.72,213.83,210.1,2.20M,0.84%
6-Nov-17,212.12,211.91,213.93,211.8,2.29M,-0.35%
7-Nov-17,212.7,212.74,213.54,210.89,1.85M,0.27%
8-Nov-17,210.77,212.08,212.93,210.7,2.26M,-0.91%
9-Nov-17,211.56,210.59,211.76,209.13,1.84M,0.37%
10-Nov-17,211.07,211.46,211.81,210.2,1.38M,-0.23%
13-Nov-17,212.66,210.31,213.53,209.94,2.66M,0.75%
14-Nov-17,211.71,212.21,212.7,210.92,1.99M,-0.45%
15-Nov-17,209.86,210.88,211.98,209.62,1.82M,-0.87%
16-Nov-17,211.13,210.38,212.01,209.9,1.92M,0.61%
17-Nov-17,209.9,210.46,211.46,209.15,1.89M,-0.58%
20-Nov-17,210.25,210,210.68,209.58,2.04M,0.17%
21-Nov-17,212.6,211.13,212.85,210.75,2.33M,1.12%
22-Nov-17,211.22,212.26,212.81,210.76,2.26M,-0.65%
24-Nov-17,212.51,212,212.93,211,743.96K,0.61%
27-Nov-17,212.4,212.25,214.25,211.81,2.86M,-0.05%
28-Nov-17,216.14,213.88,216.31,212.51,2.91M,1.76%
29-Nov-17,222.88,217.7,224.27,217.36,4.25M,3.12%
30-Nov-17,228.17,223.83,228.75,222.29,6.85M,2.37%
1-Dec-17,226.78,228.89,229.22,221.08,3.33M,-0.61%
4-Dec-17,221.42,229.26,231.77,221.4,5.59M,-2.36%
5-Dec-17,220.09,221,223.72,219.16,3.25M,-0.60%
6-Dec-17,219.94,221.02,221.96,219.03,2.40M,-0.07%
7-Dec-17,220.15,220.59,220.61,218.19,2.66M,0.10%
8-Dec-17,223.91,220.55,224.33,220.22,2.23M,1.71%
11-Dec-17,222.77,224.16,224.82,222.04,1.60M,-0.51%
12-Dec-17,222.49,222.31,223.42,221.26,2.29M,-0.13%
13-Dec-17,224.35,221.74,224.95,221.23,3.06M,0.84%
14-Dec-17,221.25,225,226.97,221.01,2.81M,-1.38%
15-Dec-17,221.82,223.75,223.75,220.63,6.29M,0.26%
18-Dec-17,222.67,222.6,224.81,222.19,3.19M,0.38%
19-Dec-17,222.04,222.99,223.79,220.85,2.34M,-0.28%
20-Dec-17,222.38,223.11,224.89,221.73,2.63M,0.15%
21-Dec-17,221.69,223.12,223.94,221.37,2.96M,-0.31%
22-Dec-17,220,222,222.35,218.45,1.96M,-0.76%
26-Dec-17,219.6,219.09,220.42,219.09,1.48M,-0.18%
27-Dec-17,220.42,219.98,221.44,219.25,1.86M,0.37%
28-Dec-17,222.77,221.46,222.79,220.15,1.45M,1.07%
29-Dec-17,220.46,223.95,223.95,220.46,2.35M,-1.04%
